timestamp,flag,source,destination,qname,type,ttl,transaction ID
17:15:33,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,youtube-ui.l.google.com.,HTTPS,,64718
17:15:33,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,youtube-ui.l.google.com.,HTTPS,3199,64718
17:15:34,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,rr2---sn-ni5f-t8gd.googlevideo.com.,A,,13746
17:15:34,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,rr2---sn-ni5f-t8gd.googlevideo.com.,AAAA,,24237
17:15:34,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,rr2---sn-ni5f-t8gd.googlevideo.com.,A,685,13746
17:15:34,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,rr2---sn-ni5f-t8gd.googlevideo.com.,AAAA,685,24237
17:15:34,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,p2p-sea1.discovery.steamserver.net.,A,,63587
17:15:34,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,p2p-sea1.discovery.steamserver.net.,A,12,63587
17:16:23,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,i.ytimg.com.,AAAA,,31567
17:16:23,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,i.ytimg.com.,AAAA,225,31567
17:16:33,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,rr1---sn-ni5f-t8gz.googlevideo.com.,A,,60963
17:16:33,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,rr1---sn-ni5f-t8gz.googlevideo.com.,AAAA,,26587
17:16:33,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,rr1---sn-ni5f-t8gz.googlevideo.com.,HTTPS,,18462
17:16:33,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,rr1---sn-ni5f-t8gz.googlevideo.com.,A,11016,60963
17:16:33,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,rr1---sn-ni5f-t8gz.googlevideo.com.,AAAA,11016,26587
17:16:33,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,rr1---sn-ni5f-t8gz.googlevideo.com.,HTTPS,11016,18462
